Port Name,State,Port Code,Border,Date,Measure,Value
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Buses,12
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Trucks,9356
Anacortes,WA,3010,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,999
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,3354
Friday Harbor,WA,3014,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,1394
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,277
Boundary,WA,3015,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,1
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,30489
Point Roberts,WA,3017,US-Canada Border,11/01/2006 12:00:00 AM,Buses,68
Boundary,WA,3015,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,7501
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Point Roberts,WA,3017,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Port Angeles,WA,3007,US-Canada Border,11/01/2006 12:00:00 AM,Trains,0
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Trucks,1686
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,22
Ferry,WA,3013,US-Canada Border,11/01/2006 12:00:00 AM,Trains,0
Port Angeles,WA,3007,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,5879
Port Angeles,WA,3007,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,0
Port Angeles,WA,3007,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Buses,159
Point Roberts,WA,3017,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,1393
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,18589
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,7933
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,2177
Friday Harbor,WA,3014,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,0
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,554
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Trains,0
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Friday Harbor,WA,3014,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,144
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Laurier,WA,3016,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,91
Friday Harbor,WA,3014,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,435
Ferry,WA,3013,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,0
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,6805
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Buses,5
Ferry,WA,3013,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,26301
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,218
Anacortes,WA,3010,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,0
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Trains,121
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,2058
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,40077
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,407
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Trains,0
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Buses,0
Laurier,WA,3016,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,3678
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,0
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,65
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,94
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,29
Anacortes,WA,3010,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,0
Frontier,WA,3020,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,911
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Buses,767
Boundary,WA,3015,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,4666
Sumas,WA,3009,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,4001
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,79
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,133
Nighthawk,WA,3011,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,171
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,13285
Blaine,WA,3004,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,0
Friday Harbor,WA,3014,US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,2903
Ferry,WA,3013,US-Canada Border,11/01/2006 12:00:00 AM,Buses,5
Laurier,WA,3016,US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,26
Anacortes,WA,3010,US-Canada Border,11/01/2006 12:00:00 AM,Trucks,99
Metaline Falls,WA,3025,US-Canada Border,11/01/2006 12:00:00 AM,Trucks,656
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,46
Danville,WA,3012,US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,11/01/2006 12:00:00 AM,Trucks,1246
Point Roberts,WA,3017,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Anacortes,WA,3010,US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,0
Oroville,WA,3019,US-Canada Border,11/01/2006 12:00:00 AM,Buses,30
Lynden,WA,3023,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Ferry,WA,3013,US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,55
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,259
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,101583
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,25
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,8913
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,1888
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,131
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Buses,330
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,2774
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,1888
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,18066
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,7735
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Trains,22
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,1
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,533
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,4620
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,0
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,1245
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,574
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,306
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,20691
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,1376
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,2583
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,7949
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Buses,2
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,201162
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,4544
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Buses,40
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Trains,171
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,172
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Buses,0
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,1789
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,2627
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,0
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Buses,1
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Buses,4
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,3581
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,25
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,12
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,39264
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,82
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,342
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,136
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,4696
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Buses,14
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Buses,75
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,2274
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,700
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,39
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,5745
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,3232
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,44
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,2308
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Trains,31
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,86380
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,10880
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,793
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,2
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,34325
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,7356
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,2090
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,201
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,144741
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,58511
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,20
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,4841
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,12
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,30
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,4892
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Buses,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,159086
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,5349
Boundary,WA,3015,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,8807
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,50523
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,42
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,1186
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,830
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,93
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,8656
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Buses,9
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,153
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,699
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Buses,1
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,3879
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,0
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,1529
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,1424
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Buses,4
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,1403
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,0
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,588
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,1165
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,257
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,863
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,578
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Oroville,WA,3019,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,32699
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Trains,21
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,1637
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,1149
Point Roberts,WA,3017,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,0
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,0
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,502586
Sumas,WA,3009,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,10994
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,4068
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,296
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,187
Port Angeles,WA,3007,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,873
Lynden,WA,3023,US-Canada Border,10/01/2006 12:00:00 AM,Buses,2
Frontier,WA,3020,US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,739
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Trucks,150
Friday Harbor,WA,3014,US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,226
Danville,WA,3012,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,43
Metaline Falls,WA,3025,US-Canada Border,10/01/2006 12:00:00 AM,Buses,0
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,0
Blaine,WA,3004,US-Canada Border,10/01/2006 12:00:00 AM,Buses,796
Ferry,WA,3013,US-Canada Border,10/01/2006 12:00:00 AM,Trains,0
Anacortes,WA,3010,US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,1420
Nighthawk,WA,3011,US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,0
Anacortes,WA,3010,US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,09/01/2006 12:00:00 AM,Trains,19
Sumas,WA,3009,US-Canada Border,09/01/2006 12:00:00 AM,Buses,168
Oroville,WA,3019,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,0
Danville,WA,3012,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,7830
Blaine,WA,3004,US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,1230
Anacortes,WA,3010,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,5206
Metaline Falls,WA,3025,US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,132
Ferry,WA,3013,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,1801
Boundary,WA,3015,US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,24
Anacortes,WA,3010,US-Canada Border,09/01/2006 12:00:00 AM,Trucks,64
Ferry,WA,3013,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,1000
Nighthawk,WA,3011,US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,0
Point Roberts,WA,3017,US-Canada Border,09/01/2006 12:00:00 AM,Trucks,1503
Port Angeles,WA,3007,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,87448
Laurier,WA,3016,US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,725
Nighthawk,WA,3011,US-Canada Border,09/01/2006 12:00:00 AM,Buses,0
Sumas,WA,3009,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,87
Boundary,WA,3015,US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,18
Anacortes,WA,3010,US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,1906
Port Angeles,WA,3007,US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,0
Boundary,WA,3015,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,673
Boundary,WA,3015,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,6093
Friday Harbor,WA,3014,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,0
Sumas,WA,3009,US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Empty,1330
Port Angeles,WA,3007,US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,0
Nighthawk,WA,3011,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,13
Point Roberts,WA,3017,US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,1038
Lynden,WA,3023,US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,0
Oroville,WA,3019,US-Canada Border,09/01/2006 12:00:00 AM,Trains,0
Danville,WA,3012,US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,120
Port Angeles,WA,3007,US-Canada Border,09/01/2006 12:00:00 AM,Trucks,173
Lynden,WA,3023,US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,39749
Sumas,WA,3009,US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,307
Metaline Falls,WA,3025,US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,0
Ferry,WA,3013,US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,0
