Port Name,State,Port Code,Border,Date,Measure,Value
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,11
Metaline Falls,WA,3025,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,2246
Danville,WA,3012,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,0
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,599
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,294
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,10467
Frontier,WA,3020,US-Canada Border,05/01/2014 12:00:00 AM,Trains,0
Frontier,WA,3020,US-Canada Border,05/01/2014 12:00:00 AM,Buses,8
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,144563
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,0
Nighthawk,WA,3011,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,0
Boundary,WA,3015,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,1642
Anacortes,WA,3010,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,0
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,0
Blaine,WA,3004,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,864360
Friday Harbor,WA,3014,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,0
Lynden,WA,3023,US-Canada Border,05/01/2014 12:00:00 AM,Trains,0
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Empty,139
Laurier,WA,3016,US-Canada Border,05/01/2014 12:00:00 AM,Buses,3
Blaine,WA,3004,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,30142
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,4776
Metaline Falls,WA,3025,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,780
Boundary,WA,3015,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,8
Friday Harbor,WA,3014,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,6973
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,1511
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,858
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,35118
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Buses,0
Danville,WA,3012,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,45
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Buses,14
Nighthawk,WA,3011,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,0
Anacortes,WA,3010,US-Canada Border,05/01/2014 12:00:00 AM,Buses,4
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,1764
Anacortes,WA,3010,US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,0
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,13371
Metaline Falls,WA,3025,US-Canada Border,05/01/2014 12:00:00 AM,Buses,4
Nighthawk,WA,3011,US-Canada Border,05/01/2014 12:00:00 AM,Buses,0
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,0
Anacortes,WA,3010,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,160
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Trains,0
Friday Harbor,WA,3014,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,0
Laurier,WA,3016,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,8143
Blaine,WA,3004,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,17218
Boundary,WA,3015,US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,48
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,0
Lynden,WA,3023,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,2501
Friday Harbor,WA,3014,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,661
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,0
Laurier,WA,3016,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,39
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,0
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,11225
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,938
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,60
Metaline Falls,WA,3025,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,178
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,2300
Friday Harbor,WA,3014,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,0
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,116
Danville,WA,3012,US-Canada Border,05/01/2014 12:00:00 AM,Trains,0
Oroville,WA,3019,US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,103
Nighthawk,WA,3011,US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,0
Boundary,WA,3015,US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,7
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,8
Port Angeles,WA,3007,US-Canada Border,05/01/2014 12:00:00 AM,Trucks,105
Point Roberts,WA,3017,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,111012
Blaine,WA,3004,US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,0
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Buses,60
Sumas,WA,3009,US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,103223
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,0
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,33739
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,1005
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,43
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,1044
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,3598
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,0
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,5
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,6201
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,5228
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,1863
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,0
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Buses,6
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,21
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,9
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,3646
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,7029
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,0
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,13553
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,45
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,563
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,0
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,12
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,377
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,41
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,0
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,61411
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,184
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Buses,0
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Trains,15
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,9
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,4523
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,0
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Buses,72
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,0
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,169
Laurier,WA,3016,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,746
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,140
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,4
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Buses,0
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Trains,204
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,104
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,0
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,524
Point Roberts,WA,3017,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,133835
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,953
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Trains,26
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Buses,1248
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,46
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,36
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,91934
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,26683
Laurier,WA,3016,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,58
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Buses,0
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,0
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,241
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,24
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,400760
Metaline Falls,WA,3025,US-Canada Border,04/01/2014 12:00:00 AM,Buses,2
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,16660
Laurier,WA,3016,US-Canada Border,04/01/2014 12:00:00 AM,Trains,10
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,0
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,65
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,0
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,52
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Ferry,WA,3013,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,1063
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Buses,0
Nighthawk,WA,3011,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,1137
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,0
Sumas,WA,3009,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,103
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,14888
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Buses,5
Frontier,WA,3020,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,425
Lynden,WA,3023,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,2450
Laurier,WA,3016,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,0
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,0
Blaine,WA,3004,US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,785180
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,0
Friday Harbor,WA,3014,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,0
Boundary,WA,3015,US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,0
Port Angeles,WA,3007,US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,0
Danville,WA,3012,US-Canada Border,04/01/2014 12:00:00 AM,Trains,0
Oroville,WA,3019,US-Canada Border,04/01/2014 12:00:00 AM,Trucks,2836
Anacortes,WA,3010,US-Canada Border,04/01/2014 12:00:00 AM,Buses,1
