"arrivalCity","arrivalCoordinates","arrivalCountry","arrivalGlobalRegion","arrivalID","arrivalName","arrivalStateID","arrivalStateName","arrivalTimeUTC","arrivalWAC","day1","day2","day3","day4","day5","day6","day7","departureCity","departureCoordinates","departureCountry","departureGlobalRegion","departureID","departureName","departureNotes","departureStateID","departureStateName","departureTimeUTC","departureWAC","discontinuedDate","effectiveDate","flightId","flightsOverInterval","scheduleFileName","seatsOverInterval","totalSeats"
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","20:00",941,false,false,false,false,false,true,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","16:50",33,"2020-03-07T00:00:00.000Z","2019-12-21T00:00:00.000Z","TS-939",0,"EcoHealth_20190514.csv",0,185
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","05:10",936,false,false,false,false,false,true,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","02:15",33,"2020-03-07T00:00:00.000Z","2019-12-21T00:00:00.000Z","TS-247",0,"EcoHealth_20190514.csv",0,189
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","18:30",936,false,false,false,false,false,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","15:35",33,"2020-03-01T00:00:00.000Z","2019-12-22T00:00:00.000Z","TS-929",0,"EcoHealth_20190514.csv",0,185
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:16",91,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","17:41",33,"2020-03-07T00:00:00.000Z","2019-12-24T00:00:00.000Z","B6!-131",0,"EcoHealth_20190514.csv",0,150
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","06:32",91,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","01:15",33,"2020-03-07T00:00:00.000Z","2019-12-26T00:00:00.000Z","AA-2757",0,"EcoHealth_20190514.csv",0,163
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","21:33",936,false,false,false,true,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","18:45",33,"2020-02-27T00:00:00.000Z","2020-01-02T00:00:00.000Z","WS-1229",0,"EcoHealth_20190514.csv",0,113
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","03:30",91,true,true,false,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","21:50",33,"2020-03-07T00:00:00.000Z","2020-01-05T00:00:00.000Z","AS-1305",0,"EcoHealth_20190514.csv",0,148
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","18:28",93,true,false,false,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","12:00",33,"2020-03-02T00:00:00.000Z","2020-01-06T00:00:00.000Z","DL-2312",0,"EcoHealth_20190514.csv",0,190
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","04:39",91,true,true,false,true,false,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","22:39",33,"2020-03-03T00:00:00.000Z","2020-01-06T00:00:00.000Z","UA-380",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:55",91,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","00:35",33,"2020-03-04T00:00:00.000Z","2020-01-06T00:00:00.000Z","UA-234",0,"EcoHealth_20190514.csv",0,175
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","17:20",91,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","11:20",33,"2020-03-04T00:00:00.000Z","2020-01-06T00:00:00.000Z","UA-759",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","20:49",91,true,true,true,true,true,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","15:15",33,"2020-03-06T00:00:00.000Z","2020-01-06T00:00:00.000Z","DL-1151",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:30",91,true,false,true,false,true,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","00:03",33,"2020-03-06T00:00:00.000Z","2020-01-06T00:00:00.000Z","DL-2620",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:01",91,true,true,false,true,false,true,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","11:30",33,"2020-03-07T00:00:00.000Z","2020-01-06T00:00:00.000Z","DL-2473",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:30",91,false,true,false,true,false,true,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","00:03",33,"2020-03-07T00:00:00.000Z","2020-01-07T00:00:00.000Z","DL-2620",0,"EcoHealth_20190514.csv",0,190
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","03:30",91,false,false,true,false,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","21:50",33,"2020-03-04T00:00:00.000Z","2020-01-08T00:00:00.000Z","AS-1305",0,"EcoHealth_20190514.csv",0,148
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","04:39",91,false,false,true,false,true,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","22:39",33,"2020-03-04T00:00:00.000Z","2020-01-08T00:00:00.000Z","UA-380",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:01",91,false,false,true,false,true,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","11:30",33,"2020-03-06T00:00:00.000Z","2020-01-08T00:00:00.000Z","DL-2473",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:30",91,false,false,false,false,false,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","00:03",33,"2020-03-01T00:00:00.000Z","2020-01-12T00:00:00.000Z","DL-2620",0,"EcoHealth_20190514.csv",0,190
"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","01:36",916,true,false,false,false,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","19:50",33,"2020-02-24T00:00:00.000Z","2020-01-20T00:00:00.000Z","WS-1503",0,"EcoHealth_20190514.csv",0,130
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","19:23",936,true,false,false,false,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","16:35",33,"2020-02-24T00:00:00.000Z","2020-02-03T00:00:00.000Z","WS-1235",0,"EcoHealth_20190514.csv",0,130
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","18:21",936,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","15:35",33,"2020-03-07T00:00:00.000Z","2020-02-08T00:00:00.000Z","AC-1673",0,"EcoHealth_20190514.csv",0,136
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","05:20",941,false,false,false,true,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","02:10",33,"2020-03-05T00:00:00.000Z","2020-02-13T00:00:00.000Z","TS-705",0,"EcoHealth_20190514.csv",0,189
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","05:13",936,false,true,true,false,true,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","02:25",33,"2020-02-26T00:00:00.000Z","2020-02-16T00:00:00.000Z","WS-1227",0,"EcoHealth_20190514.csv",0,174
"Calgary","[-114.0197,51.1128]","Canada","North America","YYC","Calgary Intl","AB","Alberta","04:28",916,true,false,false,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","22:45",33,"2020-02-27T00:00:00.000Z","2020-02-16T00:00:00.000Z","WS-1417",0,"EcoHealth_20190514.csv",0,174
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","21:33",936,true,true,false,false,false,false,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","18:45",33,"2020-02-25T00:00:00.000Z","2020-02-18T00:00:00.000Z","WS-1229",0,"EcoHealth_20190514.csv",0,174
"Calgary","[-114.0197,51.1128]","Canada","North America","YYC","Calgary Intl","AB","Alberta","04:28",916,false,true,true,false,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","22:45",33,"2020-02-26T00:00:00.000Z","2020-02-18T00:00:00.000Z","WS-1417",0,"EcoHealth_20190514.csv",0,170
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","05:13",936,false,false,false,true,false,false,false,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","02:25",33,"2020-02-27T00:00:00.000Z","2020-02-20T00:00:00.000Z","WS-1227",0,"EcoHealth_20190514.csv",0,130
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","05:05",941,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","01:55",33,"2020-03-07T00:00:00.000Z","2020-02-20T00:00:00.000Z","AC-1637",0,"EcoHealth_20190514.csv",0,136
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","00:31",936,true,true,true,true,true,true,true,"Orlando","[-81.3247,28.4317]","United States","North America","MCO","Orlando Intl",,"FL","Florida","21:45",33,"2020-03-07T00:00:00.000Z","2020-02-20T00:00:00.000Z","AC-1679",0,"EcoHealth_20190514.csv",0,136
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","21:50",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","17:15",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-2798",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:20",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:45",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-2916",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:00",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:30",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-2921",0,"EcoHealth_20190514.csv",0,177
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","16:15",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","11:50",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-3455",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:40",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","21:10",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-5004",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:30",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","13:00",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-5150",0,"EcoHealth_20190514.csv",0,143
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","19:20",93,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:35",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-4562",0,"EcoHealth_20190514.csv",0,175
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","04:55",91,false,false,false,false,false,false,true,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:05",41,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-5585",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","04:40",91,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:15",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-951",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","08:20",91,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","03:45",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-2213",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:30",91,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","21:00",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-171",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:55",91,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","15:15",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-1423",0,"EcoHealth_20190514.csv",0,175
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","05:55",93,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","01:20",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-1357",0,"EcoHealth_20190514.csv",0,175
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","06:20",91,true,true,true,true,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","01:30",41,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-507",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:25",91,false,false,true,false,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:50",41,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2164",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:30",91,false,false,true,false,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","18:55",41,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2443",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","04:50",91,false,false,true,false,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:20",41,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2037",0,"EcoHealth_20190514.csv",0,143
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","20:55",93,false,false,true,false,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","16:10",41,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2050",0,"EcoHealth_20190514.csv",0,143
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","19:40",91,false,false,true,false,true,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:40",41,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-1219",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:15",91,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","22:45",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-3357",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:30",91,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","13:00",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-1204",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:20",91,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","18:45",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-1277",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","20:20",91,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","15:50",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-2583",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","04:50",91,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:20",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-3073",0,"EcoHealth_20190514.csv",0,143
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","20:55",93,false,false,false,true,false,false,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","16:10",41,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-2731",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:05",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:40",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-2821",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:15",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","12:50",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-294",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","21:30",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","16:55",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-1456",0,"EcoHealth_20190514.csv",0,177
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:00",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","22:25",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-3149",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:40",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","19:05",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-3155",0,"EcoHealth_20190514.csv",0,175
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","19:25",93,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:35",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-4628",0,"EcoHealth_20190514.csv",0,177
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","05:00",93,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:25",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-4647",0,"EcoHealth_20190514.csv",0,177
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","19:40",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","14:40",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-4743",0,"EcoHealth_20190514.csv",0,143
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","05:15",91,false,false,false,false,false,true,false,"Chicago","[-87.7519,41.785]","United States","North America","MDW","Chicago Midway International",,"IL","Illinois","00:25",41,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-4784",0,"EcoHealth_20190514.csv",0,143
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","00:45",936,true,true,true,true,true,true,true,"Memphis","[-89.9786,35.0497]","United States","North America","MEM","Memphis Intl",,"TN","Tennessee","22:20",54,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-7272",0,"EcoHealth_20190514.csv",0,50
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:16",91,true,true,false,true,false,true,false,"Memphis","[-89.9786,35.0497]","United States","North America","MEM","Memphis Intl",,"TN","Tennessee","12:44",54,"2020-03-07T00:00:00.000Z","2020-01-06T00:00:00.000Z","DL-2020",0,"EcoHealth_20190514.csv",0,163
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:16",91,false,false,false,false,true,false,false,"Memphis","[-89.9786,35.0497]","United States","North America","MEM","Memphis Intl",,"TN","Tennessee","12:44",54,"2020-02-28T00:00:00.000Z","2020-01-10T00:00:00.000Z","DL-2020",0,"EcoHealth_20190514.csv",0,163
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:08",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","00:55",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AA-3086",0,"EcoHealth_20190514.csv",0,67
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:13",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","15:00",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-5653",0,"EcoHealth_20190514.csv",0,60
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","04:43",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","02:30",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-5543",0,"EcoHealth_20190514.csv",0,60
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","21:33",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","19:20",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-5842",0,"EcoHealth_20190514.csv",0,60
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","20:18",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","18:53",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-5279",0,"EcoHealth_20190514.csv",0,60
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","03:24",91,true,true,true,true,true,true,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","02:06",92,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-5811",0,"EcoHealth_20190514.csv",0,60
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","04:00",93,true,true,true,true,true,false,true,"Medford","[-122.8722,42.3736]","United States","North America","MFR","Rogue Valley Intl","airport changed names from Jackson County to Rogue Valley Intl in Dec-14","OR","Oregon","02:30",92,"2020-03-06T00:00:00.000Z","2019-11-05T00:00:00.000Z","AS-2156",0,"EcoHealth_20190514.csv",0,76
